"name"	"fitted1"	"rep"
"yhbJ"	-0.0758183428079105	5
"yghK"	-0.00536626475187976	5
"ycfZ"	-0.028560099487853	5
"IR539"	-0.00773776514279585	5
"alsE"	-0.0041095454479183	5
"uvrY"	-0.00858703325314329	5
"hybC"	-0.00568386888957908	5
"alaX"	-0.106719393738276	5
"IR2054"	-0.0433177000541036	5
"ECB_01464#1"	-0.0174862711777604	5
"yjjG"	-0.016674715911275	5
"yniD"	-0.000961836341227246	5
"ybcF"	-0.00357812983822466	5
"ampG"	-0.00909860513014358	5
"IR3057"	-0.0494346289204906	5
"yjcO"	-0.0134585859647911	5
"cchA"	-0.0584866442012151	5
"yfdC"	-0.00546976078208007	5
"IR2982"	-0.0175421974937887	5
"yqhC"	-0.0236730421641362	5
"yjjZ"	-0.00206742341897568	5
"nhaA"	-0.0142113148758239	5
"glnH"	-0.0213062030591588	5
"ygaH"	-0.00828831151604311	5
"narZ"	-0.0150801201712697	5
"ESCRE2298"	-0.010547491670451	5
"mgsA"	-0.0124289002840931	5
"ltaE"	-0.0184436008458617	5
"IR1154"	-0.00349314474023186	5
"ECB_04074"	-0.00945323601890947	5
"creB"	-0.017279186001404	5
"IR1545"	-0.00998073498825745	5
"trmA"	-0.00524594890209489	5
"ptsA"	-0.00809202862801288	5
"IR3062"	-0.0409402590857849	5
"IR3625"	-0.0520653311382609	5
"fadD"	-0.0206678431291553	5
"araD"	-0.0396500536975802	5
"ygiB"	-0.0376888455286323	5
"ychP"	-0.0274856221555775	5
"hypC"	-0.00135038237765621	5
"IR2902"	-0.0616399687946779	5
"fepC"	-0.0144624482831972	5
"glxK"	-0.00618003923007911	5
"I"	-0.0430863420576567	5
"IR2275"	-0.0336732741802887	5
"glnH"	-0.0158568054288212	5
"IR2469"	-0.0285979789022198	5
"IR3073"	-0.00284920510171775	5
"yiaL"	-0.00588666346233343	5
"ECB_04146"	-0.00336133674044794	5
"IR3559"	-0.00726825069112501	5
"IR3401"	-0.000939485989569568	5
"IR3625"	-0.0519185194090393	5
"kbaZ"	-0.00168807660607314	5
"yqjA"	-0.00871456550740974	5
"yfaO"	-0.0219951178947725	6
"IR1423"	-0.0161159093525254	6
"leuA"	-0.0326112817905056	6
"yghA"	-0.00173797290708174	6
"ansB"	-0.00851756130037443	6
"IR3240"	-0.0173408603620942	6
"yfbM"	-0.0182150562868321	6
"ygiF"	-0.0111837347221381	6
"ycjQ"	-0.00867842527905944	6
"degS"	-0.0294058956606008	6
"yhdJ"	-0.00715077901868992	6
"ompC"	-0.00916791432077793	6
"yafV"	-0.00434830717027609	6
"IR1611"	-0.0297150812127572	6
"bioD"	-0.143660069560722	6
"arsR"	-0.0550264426037138	6
"csgE"	-0.272692916899263	6
"ymfA"	-0.0381420188623178	6
"yggW"	-0.0699734773277543	6
"yhdE"	-0.0172495888202825	6
"metG"	-0.00763317927735233	6
"ytfJ"	-0.0553813391301842	6
"deoD"	-0.0939914736329325	6
"IR2479"	-0.0107125514807241	6
"yibF"	-0.00876637843065985	6
"sodB"	-0.0660481607965041	6
"yidK"	-0.0245103405470874	6
"yhbT"	-0.0013805032782058	6
"IR360"	-0.00291472809713276	6
"yqeA"	-0.00464569451305592	6
"wcaC"	-0.00599708077129828	6
"prpE"	-0.00878067514484454	6
"nlpA"	-0.0158088829899381	6
"yjjM#2"	-0.0166465163914328	6
"bcsC"	-0.0109331721633108	6
"yjiY"	-0.00018311835098855	6
"ybbD"	-0.0104766891495881	6
"IR1007"	-0.0323673296324507	6
"IR869"	-0.0173229700559466	6
"IR3189"	-0.00185045676189664	6
"exuR"	-0.00761057866629276	6
"sgcX"	-0.0466246253131486	6
"csgA"	-0.0166482123471719	6
"mcrB"	-0.0063917973110639	6
"IR3596"	-0.00596196132530546	6
"rhaT"	-0.00817020984533211	6
"mhpB"	-0.00301536708551181	6
"glmM"	-0.0127358736348168	6
"eutT"	-0.021523020891034	6
"gltD"	-0.0388625469929054	6
"ynbE"	-0.00766014686593519	6
"kpsF"	-0.0295773676415316	6
"IR770"	-0.00773616766475198	6
"ECB_00503#2"	-0.0651236148708485	6
"cydC"	-0.0535278905449258	6
"yfgG"	-0.0233596267271883	6
"ydiQ"	-0.00497539766245694	6
"ECB_03460"	-0.00479023232232071	6
"pheP"	-0.0373439901610206	6
"yobB"	-0.00511414442149689	6
"IR233"	-0.000571867035803464	6
"idi"	-0.00949953713895086	6
"IR219"	-0.0182192947953277	6
"xylR"	-0.00761213905792849	6
"emtA"	-0.0091850029173271	6
"ECB_01516"	-0.0375698595894325	6
"yeeS"	-0.0435131216370082	6
"caiF"	-0.000787375408265487	6
"IR3177"	-0.00416301178469323	6
"IR1602"	-0.0306394773611636	6
"yjiD"	-0.00692673157910515	6
"adiY"	-0.0222257377267871	6
"zntR"	-0.0148452752710333	6
"ycfZ"	-0.0212543896410049	6
"IR3111"	-0.00959215377988832	6
"edd"	-0.0124393878424859	6
"alaS"	-0.0104066034955336	6
"IR973"	-0.0275892974270053	6
"IR1014"	-0.00873019597319495	6
"sfmF"	-0.0134078569745697	6
"fhuE"	-0.0148663299282552	6
"holD"	-0.0432022523725524	6
"ECB_01534"	-0.00150188381070509	6
"ylbG"	-0.0585024993593628	6
"cysM"	-0.0106526746046184	6
"IR2542"	-0.0624270996157942	6
"IR1086"	-0.0180166042954145	6
"yhjE"	-0.00254981005807297	6
"dadA"	-0.000886831241437845	6
"yejK"	-0.00579091540814025	6
"yqfA"	-0.0052059053412934	6
"nrdD"	-0.0132794493581978	6
"citC"	-0.00576712427737567	6
"IR662"	-0.00534457121217355	6
"rpoN"	-0.251171009747002	6
"IR3491"	-0.0135677356823934	6
"ESCRE2121"	-0.0110079381090585	6
"rssB"	-0.00561636129900358	6
"ydfH"	-0.0197205933031785	6
"ESCRE4514"	-0.0216706512154989	6
"ileS"	-0.00737462298374823	6
"ECB_01340"	-0.00202287693953176	6
"ECB_00729"	-0.0476928745630675	6
"cdaR"	-0.0401353000611783	6
"ECB_03279"	-0.00598504595391499	6
"yafK"	-0.00822258301269375	7
"ygiF"	-0.0111837347221381	7
"otsA"	-0.000495218556332836	7
"ydiK"	-0.00936605511605497	7
"hsdR"	-0.00505152411371285	7
"bioD"	-0.0798807249691688	7
"hemX"	-0.0238404897020614	7
"yecD"	-0.0160885318541807	7
"yfgJ"	-0.0223024274786549	7
"yigB"	-0.00352266186028687	7
"IR1469"	-0.0111435242298182	7
"ECB_02038"	-0.0390875277098162	7
"IR930"	-0.0044060558392005	7
"ECB_03709"	-0.000477876996497302	7
"yfaH"	-0.0290824940564333	7
"ESCRE3159"	-0.0265061062098127	7
"yijF"	-0.0142115031258086	7
"rffG"	-0.0266200254462104	7
"ECB_04138#2"	-0.00164495564305314	7
"IR3366"	-0.048185159364515	7
"ydfZ"	-0.00137852335882901	7
"IR1336"	-0.00842659742634842	7
"IR3605"	-0.00722006360940782	7
"aceK"	-0.0112937597736808	7
"IR2015"	-0.00145046949478942	7
"hisI"	-0.118976546414604	7
"glpX"	-0.00774799213956426	7
"argO"	-0.00642704249005858	7
"IR996"	-0.00676228608905156	7
"sseB"	-0.00227787234247338	7
"nagZ"	-0.00527797982141887	7
"IR1766"	-0.0301319060974755	7
"ECB_00378"	-0.0077308688557115	7
"ECB_01145#2"	-0.0284766010982275	7
"gspH"	-0.00320404521208605	7
"ybcN"	-0.0048610935494884	7
"moeA"	-0.00676814313748009	7
"bglX"	-0.00718267207066335	7
"yhhI#1"	-0.00689010061775274	7
