"name"	"fitted1"	"rep"
"yiaK"	-0.0108548591031798	2
"IR1389"	-0.00796784656362191	2
"zraR"	-0.0162383110123131	2
"gntT"	-0.0172664444270012	2
"phnL"	-0.00727895164866074	2
"IR3125"	-0.000842568285783167	2
"IR2826"	-0.00464360688709952	2
"IR449"	-0.0702753534077265	2
"rfe"	-0.0788584634282578	2
"sufI"	-0.070748587061843	2
"IR3100"	-0.0160271831507379	2
"ydcJ"	-0.0016467638747161	2
"cox"	-0.0168047033922724	2
"aroE"	-0.173185921518689	2
"rbn"	-0.0115992368051154	2
"dedA"	-0.00212115423871883	2
"IR12"	-0.0178245094346825	2
"yjfI"	-0.0287894978708071	2
"mppA"	-0.0048156659382296	2
"nanK"	-0.0150431837849361	2
